
inf
7.500000 4.330127 0.000000
7.000000 3.464102 0.000000
7.500000 2.598076 0.000000
8.500000 2.598076 0.000000


inf
1.500000 4.330127 0.000000
1.000000 5.196152 0.000000
0.000000 5.196152 0.000000
0.000000 3.464102 0.000000
1.000000 3.464102 0.000000


inf
4.500000 4.330127 0.000000
4.000000 5.196152 0.000000
3.000000 5.196152 0.000000
2.500000 4.330127 0.000000
3.000000 3.464102 0.000000
4.000000 3.464102 0.000000


inf
7.500000 4.330127 0.000000
7.000000 5.196152 0.000000
6.000000 5.196152 0.000000
5.500000 4.330127 0.000000
6.000000 3.464102 0.000000
7.000000 3.464102 0.000000


inf
8.500000 4.330127 0.000000
9.000000 3.464102 0.000000
10.000000 3.464102 0.000000
10.000000 5.196152 0.000000
9.000000 5.196152 0.000000


inf
3.000000 5.196152 0.000000
2.500000 6.062178 0.000000
1.500000 6.062178 0.000000
1.000000 5.196152 0.000000
1.500000 4.330127 0.000000
2.500000 4.330127 0.000000


inf
6.000000 5.196152 0.000000
5.500000 6.062178 0.000000
4.500000 6.062178 0.000000
4.000000 5.196152 0.000000
4.500000 4.330127 0.000000
5.500000 4.330127 0.000000


inf
9.000000 5.196152 0.000000
8.500000 6.062178 0.000000
7.500000 6.062178 0.000000
7.000000 5.196152 0.000000
7.500000 4.330127 0.000000
8.500000 4.330127 0.000000


inf
1.500000 6.062178 0.000000
1.000000 6.928203 0.000000
0.000000 6.928203 0.000000
0.000000 5.196152 0.000000
1.000000 5.196152 0.000000


inf
4.500000 6.062178 0.000000
4.000000 6.928203 0.000000
3.000000 6.928203 0.000000
2.500000 6.062178 0.000000
3.000000 5.196152 0.000000
4.000000 5.196152 0.000000


inf
7.500000 6.062178 0.000000
7.000000 6.928203 0.000000
6.000000 6.928203 0.000000
5.500000 6.062178 0.000000
6.000000 5.196152 0.000000
7.000000 5.196152 0.000000


inf
8.500000 6.062178 0.000000
9.000000 5.196152 0.000000
10.000000 5.196152 0.000000
10.000000 6.928203 0.000000
9.000000 6.928203 0.000000


inf
3.000000 6.928203 0.000000
2.500000 7.794229 0.000000
1.500000 7.794229 0.000000
1.000000 6.928203 0.000000
1.500000 6.062178 0.000000
2.500000 6.062178 0.000000


inf
6.000000 6.928203 0.000000
5.500000 7.794229 0.000000
4.500000 7.794229 0.000000
4.000000 6.928203 0.000000
4.500000 6.062178 0.000000
5.500000 6.062178 0.000000


inf
9.000000 6.928203 0.000000
8.500000 7.794229 0.000000
7.500000 7.794229 0.000000
7.000000 6.928203 0.000000
7.500000 6.062178 0.000000
8.500000 6.062178 0.000000


inf
1.500000 7.794229 0.000000
1.000000 8.660254 0.000000
0.000000 8.660254 0.000000
0.000000 6.928203 0.000000
1.000000 6.928203 0.000000


inf
4.500000 7.794229 0.000000
4.000000 8.660254 0.000000
3.000000 8.660254 0.000000
2.500000 7.794229 0.000000
3.000000 6.928203 0.000000
4.000000 6.928203 0.000000


inf
7.500000 7.794229 0.000000
7.000000 8.660254 0.000000
6.000000 8.660254 0.000000
5.500000 7.794229 0.000000
6.000000 6.928203 0.000000
7.000000 6.928203 0.000000


inf
8.500000 7.794229 0.000000
9.000000 6.928203 0.000000
10.000000 6.928203 0.000000
10.000000 8.660254 0.000000
9.000000 8.660254 0.000000


inf
3.000000 8.660254 0.000000
2.500000 9.526279 0.000000
1.500000 9.526279 0.000000
1.000000 8.660254 0.000000
1.500000 7.794229 0.000000
2.500000 7.794229 0.000000


inf
6.000000 8.660254 0.000000
5.500000 9.526279 0.000000
4.500000 9.526279 0.000000
4.000000 8.660254 0.000000
4.500000 7.794229 0.000000
5.500000 7.794229 0.000000


inf
9.000000 8.660254 0.000000
8.500000 9.526279 0.000000
7.500000 9.526279 0.000000
7.000000 8.660254 0.000000
7.500000 7.794229 0.000000
8.500000 7.794229 0.000000


inf
1.500000 9.526279 0.000000
1.000000 10.392305 0.000000
0.000000 10.392305 0.000000
0.000000 8.660254 0.000000
1.000000 8.660254 0.000000


inf
4.500000 9.526279 0.000000
4.000000 10.392305 0.000000
3.000000 10.392305 0.000000
2.500000 9.526279 0.000000
3.000000 8.660254 0.000000
4.000000 8.660254 0.000000


inf
7.500000 9.526279 0.000000
7.000000 10.392305 0.000000
6.000000 10.392305 0.000000
5.500000 9.526279 0.000000
6.000000 8.660254 0.000000
7.000000 8.660254 0.000000


inf
8.500000 9.526279 0.000000
9.000000 8.660254 0.000000
10.000000 8.660254 0.000000
10.000000 10.392305 0.000000
9.000000 10.392305 0.000000


inf
3.000000 10.392305 0.000000
2.500000 11.258330 0.000000
1.500000 11.258330 0.000000
1.000000 10.392305 0.000000
1.500000 9.526279 0.000000
2.500000 9.526279 0.000000


inf
6.000000 10.392305 0.000000
5.500000 11.258330 0.000000
4.500000 11.258330 0.000000
4.000000 10.392305 0.000000
4.500000 9.526279 0.000000
5.500000 9.526279 0.000000


inf
9.000000 10.392305 0.000000
8.500000 11.258330 0.000000
7.500000 11.258330 0.000000
7.000000 10.392305 0.000000
7.500000 9.526279 0.000000
8.500000 9.526279 0.000000


inf
1.500000 11.258330 0.000000
1.000000 12.124356 0.000000
0.000000 10.392305 0.000000
1.000000 10.392305 0.000000


inf
4.500000 11.258330 0.000000
4.000000 12.124356 0.000000
3.000000 12.124356 0.000000
2.500000 11.258330 0.000000
3.000000 10.392305 0.000000
4.000000 10.392305 0.000000


inf
7.500000 11.258330 0.000000
7.000000 12.124356 0.000000
6.000000 12.124356 0.000000
5.500000 11.258330 0.000000
6.000000 10.392305 0.000000
7.000000 10.392305 0.000000


inf
9.000000 12.124356 0.000000
8.500000 11.258330 0.000000
9.000000 10.392305 0.000000
10.000000 10.392305 0.000000


inf
1.000000 12.124356 0.000000
1.500000 11.258330 0.000000
2.500000 11.258330 0.000000
3.000000 12.124356 0.000000


inf
4.000000 12.124356 0.000000
4.500000 11.258330 0.000000
5.500000 11.258330 0.000000
6.000000 12.124356 0.000000


inf
7.000000 12.124356 0.000000
7.500000 11.258330 0.000000
8.500000 11.258330 0.000000
9.000000 12.124356 0.000000


END
